chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.188184943,0.037775632,1228.664047,963.5156357,1982.428616,0.084342372,-358.9025941,159.2070043,-70.80794318,-0.35098511,-11.84842437,-18.25660787,-13.04158205,-14.7183859,-6.68141414,-7.313733432,2.271512533,1.885852484,3.82455202,1.871814755,0.175128534,6.496332808,7.129574102,8.498911212,6.689335945,-1.847746356,folk
0.144655213,0.025667042,1184.367228,988.5306823,1954.075732,0.074286724,-434.4750066,138.5790834,-57.9326475,5.102039297,0.304143937,-12.58041043,-8.683785016,-11.00620005,-5.670329695,-7.725827512,-1.263787964,-0.138134385,-1.241105446,-2.325381933,-0.203228158,7.876522774,11.36449585,13.53145488,13.45617939,8.298184449,folk
0.166099774,0.032682706,1236.940903,955.4410177,1941.110846,0.084537232,-388.9095796,152.8784682,-70.54565944,-2.2270322,-12.02983526,-16.46112988,-8.606266946,-14.67896953,-11.21910947,-7.835919283,0.343584319,3.560802131,12.03079577,10.10304537,6.324475393,8.1076763,5.149642706,-0.975267611,-9.92895101,-11.73845676,folk
0.165773597,0.033162288,1197.335994,970.2488434,2003.986799,0.07336794,-384.2380706,149.3133743,-65.60533217,-1.424386263,-6.276540856,-18.31319362,-8.453008046,-13.91958465,-14.32123434,-12.16623008,-6.161322932,-2.706770834,8.512858545,14.19293788,16.95619011,15.25297207,4.383666556,1.128590386,-0.727206028,-5.062237535,folk
0.164202094,0.031904586,1324.702563,953.3672664,1995.968054,0.097923615,-390.6838169,140.1626602,-67.77696933,-10.76198613,-10.44253261,-15.15487302,-9.392509231,-7.183699498,3.656567032,2.184109503,6.854394797,8.649596175,4.102885545,-6.006905446,-6.575076076,2.983960405,4.990990609,-0.175079228,-5.588143722,-0.373810718,folk
0.132913529,0.027106475,1093.653591,959.7058716,1867.46829,0.057874357,-458.0136769,130.4242191,-50.58067979,2.56806545,-0.15918919,-16.59472849,-7.144769559,-10.8360946,-15.01579236,-12.23860683,-9.103832161,-8.235479222,3.129058976,15.73624036,27.33152641,22.37132387,4.065464448,-2.73397667,-1.113054102,3.449409732,folk
0.214423849,0.041173417,1173.243276,982.8297082,2121.245332,0.073275042,-334.3905723,175.6586579,-78.93961963,12.47986309,-12.24543839,-20.72489955,-13.22328324,-14.03680926,-16.57190727,-17.04178557,-4.801762012,-11.02237663,-1.979288476,4.132060998,13.51337919,19.87174414,11.64698923,8.783047573,4.146120115,-0.343986225,folk
0.153938046,0.032676723,1115.077736,986.8250427,2008.733097,0.061183567,-396.9958554,155.595077,-64.1786555,11.63166871,-3.476427846,-16.54224151,-10.95456716,-14.25971369,-9.242507401,-12.10702434,-5.730122135,-6.728049542,-3.812513195,-0.612924335,3.779197914,11.24307875,13.14899307,15.57525421,13.48900154,6.551305195,folk
0.132142711,0.021197028,1052.395968,993.6085051,1727.852197,0.059509136,-495.1669271,115.1015182,-38.47216986,1.45117962,0.221174299,-12.96175534,-9.402262127,-12.03520078,-9.935492147,-9.390151354,-6.057912268,-4.25887945,-2.713938777,-0.478713252,5.897003269,12.16226459,12.21268855,11.47544118,10.57727312,7.590699008,folk
0.149047006,0.026674341,1028.022972,960.762485,1881.407417,0.056155742,-428.238683,150.7994485,-49.96891323,9.022951247,3.708952068,-14.43892432,-9.948994449,-14.64863469,-8.269191417,-10.71962145,-7.309132129,-6.698944407,-11.31036405,-10.24404409,-4.804845999,2.411466663,7.449601358,11.43487389,13.88764948,14.6989597,folk
0.150969548,0.028700525,1088.372005,968.6029318,1941.135826,0.062347058,-415.9609145,154.9328261,-58.90541663,8.571674145,0.416262676,-17.95868167,-10.49127673,-12.50343201,-9.097078869,-12.26662567,-8.620854618,-8.533682544,-5.994831645,-3.064677674,2.47806778,12.1534204,12.80741517,10.8438566,8.756836524,7.392090657,folk
0.144482055,0.023282813,1172.943434,961.8220305,1872.939023,0.074392084,-452.3747609,141.1361803,-57.91631062,0.213587712,-5.15584504,-14.41670482,-11.50095526,-14.38679512,-8.521704576,-7.894903206,-1.134706858,3.741485174,6.577647041,3.116517662,2.0741278,5.798077725,8.009836686,9.923532946,7.403685956,2.571685067,folk
0.136150349,0.027126087,1143.468648,943.0523653,1840.564276,0.070781522,-447.6722472,122.6976283,-47.22985675,-8.613511284,-2.522787183,-16.49774472,-7.086488882,-2.442178761,0.035102503,-2.799061742,-4.144521276,-6.445500748,-5.690869901,-0.948603337,5.310639467,12.6188398,14.13693612,10.66668831,5.260287917,-1.353598726,folk
0.151483835,0.029464502,1092.097355,958.0735634,1870.89062,0.063589853,-422.2006159,147.7707965,-56.99347802,6.813354869,-1.736953738,-17.17633509,-9.894697779,-14.93952352,-12.504795,-10.6228473,-6.048432879,-6.115595973,-1.571079958,3.959135361,10.97819906,12.94486029,3.76804154,-2.390756394,-3.694596695,3.176821611,folk
0.135652485,0.022885012,1057.729688,967.4099089,1735.021604,0.060618248,-479.106218,123.5821097,-44.7131641,0.427695736,1.151186961,-13.76431605,-9.006103771,-10.36264373,-9.624079501,-10.27444845,-6.294999345,-5.871243384,-3.189588447,0.150010695,5.198831257,14.28469473,16.56286308,14.22477159,10.47808105,3.669182952,folk
0.140888573,0.022964947,1250.195222,950.322746,1845.660301,0.087310579,-463.4728827,129.4983757,-56.42361703,-8.385393366,-5.013610716,-14.80451253,-11.43597366,-9.791728281,-4.057786834,-0.987888976,6.532950351,9.972972773,8.943854871,2.490914522,1.422439232,4.64173007,2.179880477,0.613662291,1.038048922,-1.26483525,folk
0.141364461,0.029388161,1238.865389,948.1029429,1904.764198,0.084868039,-429.4835248,132.6339158,-56.57090561,-6.19324336,-5.241094267,-16.62640206,-9.568505714,-7.161417903,-0.281272348,1.7252763,7.177893848,5.760547857,-0.320248069,-6.672084594,-4.774563785,5.71654937,9.817027094,7.429361284,2.158111248,-1.981040641,folk
0.134629611,0.021153206,1362.579309,1007.755315,1939.262287,0.104176108,-475.8756084,100.0004928,-45.46537351,-10.89981052,-3.521894307,-9.7178532,-11.39976818,-9.873731972,0.262877239,4.586878136,13.63533046,19.91229832,12.80233791,-3.260617362,-10.09374707,-2.665587677,3.775175118,0.037254063,-8.629037036,-6.413463864,folk
0.16842068,0.028397411,1036.33217,921.4572447,1823.802351,0.067374882,-415.2980004,163.0838359,-60.07463488,7.278076739,-0.32992086,-12.57480477,-9.218511393,-14.82821478,-3.844235253,-10.95990527,-9.896828965,-3.81395022,-6.939064176,-8.621599001,-4.131600433,0.80362435,2.369363548,0.719609302,-4.426728753,-5.485674851,folk
0.141953777,0.029402988,1239.649177,954.3769723,1918.878188,0.084851046,-427.5515579,128.7599779,-53.90763508,-8.065826443,-4.838534113,-18.85460482,-10.78651294,-6.994640605,-2.787158961,-0.808573564,3.845603233,3.986957659,2.413075524,-0.488558756,2.417478852,10.4758783,11.46328972,6.145527034,-2.067115815,-7.37594822,folk
0.135783539,0.028145589,1196.551551,941.0972142,1837.441712,0.077788528,-447.2752172,120.0730964,-50.78514212,-9.442690573,-4.933214102,-16.83627127,-6.912392786,-4.975675592,-4.645059768,-2.654939044,-0.634009167,-1.571132445,2.929577324,7.683497399,13.65111186,15.6189451,7.878708158,-0.789661925,-7.585653437,-7.751752064,folk
